time,ax,ay,az,aT
10.8070,0.1720,0.4485,-0.3957,0.622
10.8080,0.3345,0.3619,1.2538,1.347
10.8130,0.5762,0.3162,2.4983,2.583
10.8230,0.6018,0.2979,2.7478,2.829
10.8320,0.4700,-0.0033,2.3391,2.386
10.8530,0.5229,-0.0724,1.3942,1.491
10.8540,0.4063,-0.2508,0.5986,0.766
10.8620,-0.1322,-1.0529,0.2878,1.100
10.8850,0.8360,0.3673,-1.1457,1.465
10.8860,0.9894,0.6253,-0.3369,1.218
10.8920,0.1356,-0.3071,0.8403,0.905
10.9010,-0.1769,-0.6312,1.6324,1.759
10.9150,-0.0396,-0.4128,2.5805,2.614
10.9740,-0.2255,-0.3926,2.5577,2.597
10.9750,0.1398,-0.2619,2.1029,2.124
10.9760,0.5590,-0.4531,2.1132,2.232
10.9770,0.5917,-0.9743,2.1487,2.432
10.9780,0.7733,-1.2651,2.0912,2.564
10.9790,0.5340,-1.3195,2.3744,2.768
10.9820,0.7553,-1.3339,2.6151,3.031
10.9910,0.9525,-1.3542,2.5196,3.015
11.0010,1.0506,-1.2567,1.9613,2.555
11.0170,0.9108,-1.1637,1.1907,1.898
11.0950,0.5067,-1.0745,0.3195,1.230
11.0960,-0.3319,-1.0095,-1.6409,1.955
11.0970,-0.7085,-0.9468,-2.5310,2.794
11.0980,-1.0630,-0.7989,-3.4523,3.700
11.0990,-1.0366,-0.7979,-3.9955,4.204
11.1000,-0.6946,-0.7686,-3.8327,3.970
11.1010,-0.2428,-0.6471,-3.2588,3.331
11.1020,0.3639,-0.5218,-2.5414,2.620
11.1030,0.9585,-0.4390,-1.9675,2.232
11.1110,1.4087,-0.4699,-1.5606,2.154
11.1430,1.6313,-0.5420,-1.4493,2.248
11.1440,1.7311,-0.5496,-1.8315,2.579
11.1450,1.5862,-0.6214,-2.3860,2.932
11.1510,1.1710,-0.8073,-2.8519,3.187
11.1850,0.6485,-0.8739,-3.2788,3.455
11.1880,0.3858,-0.5991,-3.6489,3.718
11.1900,0.3125,-0.2678,-3.6593,3.682
11.1910,0.3079,-0.1371,-3.5050,3.521
11.2010,0.3168,-0.0747,-3.2647,3.281
11.2100,0.3587,0.0360,-2.8363,2.859
11.2320,0.3687,0.1474,-2.4445,2.477
11.2330,0.3513,0.1280,-2.0105,2.045
11.2950,0.1753,0.1539,-1.6359,1.652
11.2970,-0.0227,0.1917,-1.3387,1.353
11.2990,-0.0956,0.2154,-0.9341,0.963
11.3000,-0.0673,0.2372,-0.3922,0.463
11.3010,-0.0120,0.2873,0.4247,0.513
11.3020,-0.0012,0.2830,1.2908,1.321
11.3030,0.0384,0.2002,1.7665,1.778
11.3110,0.0588,0.0794,1.8977,1.900
11.3320,-0.2399,-0.0995,1.8068,1.825
11.3330,-0.6521,-0.3002,1.4089,1.581
11.3740,-0.9529,-0.3576,0.7591,1.270
11.3750,-1.0430,-0.2740,-0.0900,1.082
11.3760,-1.0919,-0.2145,-0.3939,1.180
11.3780,-1.1762,-0.2888,-0.2545,1.238
11.3790,-1.1827,-0.4995,0.1086,1.288
11.3890,-0.9919,-0.5553,0.7660,1.371
11.3990,-0.4101,-0.3569,1.7493,1.832
11.4310,-0.0021,-0.2206,3.7151,3.722
11.4320,-0.0414,-0.5759,6.0331,6.061
11.4340,-0.0675,-0.9827,7.4072,7.472
11.4490,-0.3197,-1.2216,7.5520,7.657
11.4510,-0.2201,-1.3401,6.8261,6.960
11.4590,0.3300,-1.1990,5.6454,5.781
11.4690,0.5175,-0.7783,3.8168,3.930
11.4780,0.2524,0.0692,1.9206,1.938
11.4880,0.9759,0.9589,-0.4586,1.443
11.4980,0.3319,1.1767,-1.6051,2.018
11.5110,-0.2601,0.5787,-2.8380,2.908
11.5580,-0.8255,-0.3553,-3.7586,3.865
11.5590,-1.2288,-0.5646,-4.0401,4.260
11.5600,-1.6508,-0.2650,-4.1417,4.466
11.5610,-2.1070,-0.0511,-4.2556,4.749
11.5620,-2.5269,-0.1541,-4.0266,4.756
11.5710,-2.7825,-0.4493,-3.7410,4.684
11.5770,-2.6994,-0.8052,-3.5395,4.524
11.5880,-2.1800,-1.0316,-3.3215,4.105
11.5970,-1.5674,-1.0136,-2.9659,3.504
11.6120,-0.9070,-0.9507,-2.9285,3.210
11.6450,-0.2379,-0.8805,-3.1250,3.255
11.6470,-0.1284,-0.8300,-3.2605,3.367
11.6500,-0.6999,-0.8027,-3.4488,3.609
11.6520,-1.3307,-0.5595,-3.4127,3.705
11.6580,-1.7802,-0.2083,-2.9911,3.487
11.6680,-2.1761,0.1721,-2.3501,3.207
11.6800,-2.0030,0.1979,-2.2141,2.992
11.6900,-1.4600,0.2222,-2.2621,2.702
11.6970,-0.9583,0.2391,-2.6121,2.793
11.7120,-0.6251,0.3268,-3.0999,3.179
11.7170,-0.5058,0.8116,-3.1956,3.336
11.7270,-0.5643,1.1110,-2.8352,3.097
11.7460,-0.8131,1.1460,-2.1696,2.585
11.7470,-1.1007,1.1090,-1.4347,2.121
11.7570,-1.1453,1.1604,-0.7052,1.776
11.7680,-0.8574,1.3155,-0.2272,1.587
11.7760,-0.3220,1.4779,0.0739,1.514
11.7870,0.3078,1.5803,0.1916,1.621
11.7960,0.8422,1.6557,0.4762,1.918
11.8120,1.2995,1.5894,1.2197,2.388
11.8180,1.5220,1.3120,2.0670,2.883
11.8270,1.7405,0.9825,2.9049,3.526
11.8470,1.8830,0.5029,3.3832,3.904
11.8510,1.8491,-0.0013,3.3111,3.792
11.8570,1.8145,-0.4791,2.8588,3.420
11.8670,1.9609,-0.8101,2.4769,3.261
11.8760,2.5097,-0.7713,2.5594,3.667
11.8860,3.2522,-0.7466,3.1134,4.564
11.8960,3.2523,-1.1601,4.0101,5.292
11.9240,2.6116,-1.9459,5.0107,5.976
11.9260,2.1475,-2.3211,5.7909,6.598
11.9270,1.9383,-2.3367,6.1250,6.836
11.9490,1.8830,-2.2294,5.8180,6.509
11.9500,1.7852,-2.0797,4.7820,5.512
11.9560,1.6925,-1.8107,3.3657,4.180
11.9670,1.2893,-1.3618,1.8067,2.604
11.9760,0.7328,-0.9139,0.3345,1.218
11.9860,0.2099,-0.5917,-0.8893,1.089
11.9960,-0.3146,-0.3054,-1.9546,2.003
12.0100,-0.7496,0.0068,-2.5961,2.702
12.0160,-1.0496,0.1680,-2.7423,2.941
12.0500,-1.2564,0.0774,-2.5158,2.813
12.0510,-1.3494,-0.1293,-2.0415,2.451
12.0530,-1.6178,-0.2535,-1.4459,2.185
12.0550,-1.8051,-0.3124,-1.1396,2.157
12.0670,-1.5055,-0.3693,-1.1368,1.922
12.0750,-0.9236,-0.3221,-1.3520,1.669
12.0850,-0.4635,-0.2833,-1.8640,1.942
12.0950,-0.1085,-0.1992,-2.1068,2.119
12.1150,0.0743,-0.1656,-2.2362,2.244
12.1160,0.0186,-0.2523,-2.4097,2.423
12.1260,-0.0754,-0.1632,-2.4951,2.502
12.1540,-0.2178,0.0344,-2.5231,2.533
12.1550,-0.4894,0.2011,-2.4373,2.494
12.1570,-0.5511,0.3900,-2.2509,2.350
12.1660,-0.2913,0.5235,-1.8711,1.965
12.1750,-0.0084,0.3508,-1.5501,1.589
12.1850,0.0788,0.1044,-1.5230,1.529
12.1950,0.1701,0.0029,-1.5981,1.607
12.2210,0.0856,-0.1487,-1.7014,1.710
12.2220,-0.2257,-0.3035,-1.9174,1.954
12.2550,-0.3740,-0.2605,-2.1223,2.171
12.2560,-0.3418,-0.2125,-2.2610,2.297
12.2570,-0.3995,-0.2764,-2.4215,2.470
12.2580,-0.4256,-0.2888,-2.5477,2.599
12.2670,-0.2676,-0.0952,-2.3977,2.414
12.2740,-0.0621,0.1080,-1.8364,1.841
12.2840,0.4720,0.0096,-0.4743,0.669
12.2940,0.6688,-0.0834,-0.0408,0.675
12.3150,0.8048,-0.1856,0.7499,1.116
12.3160,0.6212,-0.1121,0.8505,1.059
12.3240,0.2296,-0.1142,0.9069,0.942
12.3510,-0.3601,-0.1020,1.0031,1.071
12.3520,-0.6858,-0.0419,0.9589,1.180
12.3540,-0.5691,0.1215,0.6411,0.866
12.3670,-0.3356,0.2146,0.3627,0.539
12.3740,-0.1874,0.1007,0.2271,0.311
12.3840,-0.1012,-0.2287,0.2752,0.372
12.3950,0.1899,-0.3911,0.4970,0.660
12.4260,0.4117,-0.4252,0.9836,1.148
12.4290,0.2760,-0.4271,1.7247,1.798
12.4330,0.0654,-0.3989,2.7683,2.798
12.4350,0.1231,-0.2171,3.1736,3.183
12.5000,0.5415,0.0426,3.8306,3.869
12.5030,0.8423,0.2512,4.1525,4.244
12.5040,0.9939,0.2401,4.2474,4.369
12.5060,1.0576,0.0784,4.2063,4.338
12.5070,0.9879,-0.1025,3.9099,4.034
12.5090,0.7797,-0.4770,3.0763,3.209
12.5100,0.4441,-0.5785,1.7825,1.926
12.5140,0.2425,-0.5036,0.4470,0.716
12.5230,0.0261,-0.4757,-0.3949,0.619
12.5450,-0.2718,-0.5217,-0.9481,1.116
12.5460,-0.6689,-0.6372,-1.2716,1.572
12.5540,-0.8582,-0.7716,-1.3967,1.812
12.6050,-1.1695,-0.8438,-1.0327,1.774
12.6060,-1.8505,-0.9057,-0.4755,2.114
12.6070,-2.2510,-0.7800,-0.1474,2.387
12.6080,-2.0001,-0.7799,-0.1090,2.149
12.6090,-1.1752,-0.6363,-0.5050,1.429
12.6130,-0.2692,-0.5556,-0.8435,1.045
12.6220,0.4919,-0.6445,-1.2268,1.471
12.6390,1.1530,-0.6962,-1.4550,1.983
12.6440,1.6574,-0.6402,-1.9257,2.620
12.7240,1.5842,-0.6115,-2.2366,2.808
12.7250,0.9934,-0.6451,-2.3328,2.616
12.7260,0.0956,-0.8321,-2.5517,2.686
12.7270,-0.4359,-1.0403,-2.6402,2.871
12.7280,-0.6196,-1.1107,-2.7871,3.064
12.7290,-0.4329,-1.0128,-3.1657,3.352
12.7300,-0.0293,-0.8774,-3.5774,3.684
12.7320,0.6209,-0.6058,-3.7530,3.852
12.7330,1.2601,-0.2742,-3.7444,3.960
12.7420,1.6045,-0.0213,-3.4505,3.805
12.7560,1.8455,0.0354,-2.8657,3.409
12.8050,2.1808,0.0320,-2.1329,3.051
12.8070,2.1071,-0.0110,-1.7581,2.744
12.8070,1.5301,-0.0130,-1.6466,2.248
12.8080,0.8735,-0.0366,-1.6152,1.837
12.8090,0.4788,-0.0723,-1.5237,1.599
12.8110,0.3756,-0.0806,-1.4411,1.491
12.8210,0.5043,0.0379,-1.2053,1.307
12.8470,0.6782,0.1742,-0.8633,1.112
12.8480,0.9955,0.3036,-0.5752,1.189
12.8520,1.1733,0.3504,-0.3432,1.272
12.9010,0.8289,0.4247,0.1032,0.937
12.9040,0.0681,0.5213,0.3958,0.658
12.9060,-0.5592,0.4995,0.5523,0.931
12.9080,-1.0521,-0.1239,0.2979,1.100
12.9120,-1.1518,-0.2347,0.0991,1.180
12.9150,-0.7607,-0.0650,-0.2645,0.808
12.9240,-0.2115,0.1074,0.9150,0.945
12.9440,-0.1941,0.0514,2.3600,2.368
12.9450,-0.2091,-0.0489,3.4119,3.419
12.9510,-0.3212,-0.0465,3.7473,3.761
13.0240,-0.4068,-0.1134,3.0370,3.066
13.0250,-0.4497,-0.3168,1.7696,1.853
13.0270,-0.5974,-0.6909,0.7295,1.169
13.0290,-0.7299,-1.1857,-0.4453,1.462
13.0300,-0.4490,-1.3941,-1.3178,1.970
13.0320,0.0240,-1.1775,-1.4486,1.867
13.0330,0.4436,-0.8427,-0.8195,1.256
13.0350,0.7709,-0.5040,0.0604,0.923
13.0410,0.7734,-0.3780,0.2664,0.901
13.0740,-0.7355,-0.6012,3.0319,3.177
13.0750,0.2774,0.0505,3.0920,3.105
13.0770,1.4581,0.2363,1.1923,1.898
13.1310,1.5078,0.2789,-0.2827,1.559
13.1330,0.6728,0.0055,-0.7529,1.010
13.1340,-0.2093,-0.5866,-1.1461,1.304
13.1350,-0.6482,-1.0039,-1.7905,2.153
13.1370,-0.7264,-1.2774,-2.1164,2.577
13.1380,-0.5304,-1.1890,-2.3969,2.728
13.1400,-0.0536,-0.6886,-2.3618,2.461
13.1500,0.7684,-0.1291,-2.2208,2.354
13.1600,-0.1014,-0.8622,-3.2172,3.332
13.1820,1.5790,0.0338,-3.0362,3.422
13.1840,1.7484,0.1800,-2.6660,3.193
13.1900,0.7706,-0.1725,-2.1692,2.308
13.2570,0.6764,-0.0880,-1.6534,1.789
13.2610,0.7813,0.0522,-1.5681,1.753
13.2630,0.6403,0.1087,-1.6167,1.742
13.2640,0.3247,-0.0502,-2.0030,2.030
13.2660,-0.0560,-0.3064,-2.3519,2.372
13.2680,-0.2524,-0.5322,-2.7384,2.801
13.2690,-0.0621,-0.4662,-2.6457,2.687
13.2750,0.1727,-0.3163,-2.3490,2.377
13.3000,0.7015,-0.0167,-2.2636,2.370
13.3010,1.2335,0.4473,-1.9574,2.356
13.3020,1.0333,0.5627,-1.3721,1.807
13.3830,0.8671,0.4020,-0.9733,1.364
13.3850,0.4839,0.2377,-0.7656,0.936
13.3860,0.3589,0.2884,-0.8987,1.010
13.3870,0.4328,0.3656,-0.9702,1.124
13.3890,0.2960,0.3046,-1.2681,1.337
13.3900,0.0548,0.2267,-1.4678,1.486
13.3920,-0.0105,0.1071,-1.3315,1.336
13.3930,-0.1512,-0.0602,-0.7124,0.731
13.3950,-0.2174,-0.0819,0.0086,0.232
13.4160,-0.2386,0.0366,0.5255,0.578
13.4170,-0.3516,0.1646,0.7983,0.888
13.4180,-0.3684,0.3345,0.9888,1.107
13.5300,-0.1797,0.5379,1.1282,1.263
13.5330,-0.0604,0.6333,1.6193,1.740
13.5360,0.0337,0.5963,1.8157,1.911
13.5390,-0.0174,0.4746,1.3210,1.404
13.5430,-0.1708,0.3302,0.8068,0.888
13.5460,-0.2983,0.1122,0.5213,0.611
13.5490,-0.3892,-0.2460,0.2873,0.543
13.5510,-0.5915,-0.3481,0.1998,0.715
13.5530,-0.8773,-0.3033,-0.1850,0.947
13.5560,-0.6045,-0.0551,-0.0906,0.614
13.5600,-0.8435,-0.2848,0.4189,0.984
13.5620,-1.1321,-0.7961,1.2387,1.857
13.5640,-1.1698,-0.9399,1.2225,1.936
13.5650,-1.0177,-0.9698,0.9759,1.711
13.5670,-0.7145,-0.8826,0.8951,1.446
13.5950,-0.5391,-0.7878,0.8067,1.250
13.5980,-0.5788,-0.7602,0.5602,1.108
13.5990,-0.7184,-0.7226,0.2071,1.040
13.6120,-0.7379,-0.5955,-0.3347,1.006
13.6890,-0.5685,-0.3771,-1.0522,1.254
13.6900,-0.6383,-0.2703,-1.5788,1.724
13.6910,-0.7074,-0.2702,-1.9401,2.083
13.6920,-0.6086,-0.3201,-1.9527,2.070
13.6940,-0.4459,-0.2813,-1.7372,1.815
13.6950,-0.2840,-0.1701,-1.3499,1.390
13.6990,-0.1205,0.0269,-1.0173,1.025
13.7000,-0.1857,0.2409,-0.8487,0.902
13.7630,-0.3256,0.3811,-1.0332,1.148
13.7640,-0.3476,0.4743,-1.6430,1.745
13.7660,-0.2247,0.5891,-2.2159,2.304
13.7670,-0.2077,0.5551,-2.3556,2.429
13.7680,-0.2512,0.4325,-2.5151,2.564
13.7690,-0.1337,0.3013,-2.6248,2.645
13.7700,0.1000,0.2662,-2.7060,2.721
13.7720,0.2711,0.2354,-2.4906,2.516
13.7760,0.4193,0.1631,-2.0247,2.074
13.7990,0.6623,0.0536,-1.8578,1.973
13.8000,0.6638,-0.0007,-1.9879,2.096
13.8070,0.3380,0.0388,-2.0181,2.047
13.8300,-0.0861,0.1410,-1.9456,1.953
13.8320,-0.6470,0.3171,-2.7068,2.801
13.8400,-1.5526,-0.2383,-2.0349,2.571
13.8850,-1.4922,0.2765,-1.3853,2.055
13.8860,-0.4335,0.9394,-1.1356,1.536
13.8870,0.4277,1.5184,-0.6323,1.699
13.8880,0.3842,1.6494,0.0328,1.694
13.8890,0.1275,1.4078,0.6843,1.570
13.9360,-0.2269,1.0090,0.6887,1.243
13.9370,-0.2817,0.8008,0.1638,0.865
13.9380,-1.3389,0.4253,-0.4682,1.481
13.9390,-1.8839,0.1121,-0.4841,1.948
13.9410,-1.8302,-0.0219,0.0117,1.830
13.9460,-1.0715,0.3250,0.3233,1.165
